Year,State,Age Group (Years),State Rate,State Births,U.S. Births,U.S. Birth Rate,Unit
2000,Oregon,15-19 years,42.8,5094,468990,47.7,"per 1,000"
2000,Pennsylvania,15-19 years,34,14177,468990,47.7,"per 1,000"
2000,Rhode Island,15-19 years,33.6,1250,468990,47.7,"per 1,000"
2000,South Carolina,15-19 years,58,8382,468990,47.7,"per 1,000"
2000,South Dakota,15-19 years,38.1,1155,468990,47.7,"per 1,000"
2000,Tennessee,15-19 years,59.5,11458,468990,47.7,"per 1,000"
2000,Texas,15-19 years,68.9,54315,468990,47.7,"per 1,000"
2000,Total U.S.,15-19 years,47.7,468990,468990,47.7,"per 1,000"
2000,Utah,15-19 years,38.3,4146,468990,47.7,"per 1,000"
2000,Vermont,15-19 years,23.4,521,468990,47.7,"per 1,000"
2000,Virginia,15-19 years,40.9,9630,468990,47.7,"per 1,000"
2000,Washington,15-19 years,39.2,8127,468990,47.7,"per 1,000"
2000,West Virginia,15-19 years,46.5,2839,468990,47.7,"per 1,000"
2000,Wisconsin,15-19 years,35.2,6977,468990,47.7,"per 1,000"
2000,Wyoming,15-19 years,41.7,840,468990,47.7,"per 1,000"
2001,Alabama,15-19 years,55.7,8820,445944,45,"per 1,000"
2001,Alaska,15-19 years,42.9,1056,445944,45,"per 1,000"
2001,Arizona,15-19 years,65.3,11653,445944,45,"per 1,000"
2001,Arkansas,15-19 years,62.7,5941,445944,45,"per 1,000"
2001,California,15-19 years,44.5,53007,445944,45,"per 1,000"
2001,Colorado,15-19 years,47,7169,445944,45,"per 1,000"
2001,Connecticut,15-19 years,28.1,3081,445944,45,"per 1,000"
2001,Delaware,15-19 years,45,1259,445944,45,"per 1,000"
2001,District of Columbia,15-19 years,50.1,981,445944,45,"per 1,000"
2001,Florida,15-19 years,48.1,24217,445944,45,"per 1,000"
2001,Georgia,15-19 years,59.8,17279,445944,45,"per 1,000"
2001,Hawaii,15-19 years,43.1,1672,445944,45,"per 1,000"
2001,Idaho,15-19 years,40.1,2203,445944,45,"per 1,000"
2001,Illinois,15-19 years,45.7,19758,445944,45,"per 1,000"
2001,Indiana,15-19 years,45.8,10109,445944,45,"per 1,000"
2001,Iowa,15-19 years,32.2,3574,445944,45,"per 1,000"
2001,Kansas,15-19 years,43.4,4472,445944,45,"per 1,000"
2001,Kentucky,15-19 years,51.5,7120,445944,45,"per 1,000"
2001,Louisiana,15-19 years,58.2,10373,445944,45,"per 1,000"
2001,Maine,15-19 years,27.2,1215,445944,45,"per 1,000"
2001,Maryland,15-19 years,38,6756,445944,45,"per 1,000"
2001,Massachusetts,15-19 years,23.8,4984,445944,45,"per 1,000"
2001,Michigan,15-19 years,38.2,13457,445944,45,"per 1,000"
2001,Minnesota,15-19 years,28,5240,445944,45,"per 1,000"
2001,Mississippi,15-19 years,65.6,7340,445944,45,"per 1,000"
2001,Missouri,15-19 years,46,9317,445944,45,"per 1,000"
2001,Montana,15-19 years,35.6,1258,445944,45,"per 1,000"
2001,Nebraska,15-19 years,35.8,2393,445944,45,"per 1,000"
2001,Nevada,15-19 years,58.4,3677,445944,45,"per 1,000"
2001,New Hampshire,15-19 years,20.7,914,445944,45,"per 1,000"
2001,New Jersey,15-19 years,29.7,7693,445944,45,"per 1,000"
2001,New Mexico,15-19 years,63.7,4529,445944,45,"per 1,000"
2001,New York,15-19 years,31.8,20012,445944,45,"per 1,000"
2001,North Carolina,15-19 years,53.7,14336,445944,45,"per 1,000"
2001,North Dakota,15-19 years,25.3,673,445944,45,"per 1,000"
2001,Ohio,15-19 years,42.8,17034,445944,45,"per 1,000"
2001,Oklahoma,15-19 years,57.8,7476,445944,45,"per 1,000"
2001,Oregon,15-19 years,40.4,4820,445944,45,"per 1,000"
2001,Pennsylvania,15-19 years,32.3,13567,445944,45,"per 1,000"
2001,Rhode Island,15-19 years,33,1236,445944,45,"per 1,000"
2001,South Carolina,15-19 years,54.8,7901,445944,45,"per 1,000"
2001,South Dakota,15-19 years,37.5,1148,445944,45,"per 1,000"
2001,Tennessee,15-19 years,56.7,10838,445944,45,"per 1,000"
2001,Texas,15-19 years,66,52782,445944,45,"per 1,000"
2001,Total U.S.,15-19 years,45,445944,445944,45,"per 1,000"
2001,Utah,15-19 years,36.1,3884,445944,45,"per 1,000"
2001,Vermont,15-19 years,22.6,524,445944,45,"per 1,000"
2001,Virginia,15-19 years,39.1,9439,445944,45,"per 1,000"
2001,Washington,15-19 years,35.9,7517,445944,45,"per 1,000"
2001,West Virginia,15-19 years,45.3,2683,445944,45,"per 1,000"
2001,Wisconsin,15-19 years,33.4,6775,445944,45,"per 1,000"
2001,Wyoming,15-19 years,39.5,782,445944,45,"per 1,000"
2002,Alabama,15-19 years,53.6,8427,425493,42.6,"per 1,000"
2002,Alaska,15-19 years,42.4,1068,425493,42.6,"per 1,000"
2002,Arizona,15-19 years,62.6,11363,425493,42.6,"per 1,000"
2002,Arkansas,15-19 years,60.4,5681,425493,42.6,"per 1,000"
2002,California,15-19 years,41.6,50222,425493,42.6,"per 1,000"
2002,Colorado,15-19 years,46.9,7238,425493,42.6,"per 1,000"
2002,Connecticut,15-19 years,25.7,2901,425493,42.6,"per 1,000"
2002,Delaware,15-19 years,42.6,1209,425493,42.6,"per 1,000"
2002,District of Columbia,15-19 years,47.3,937,425493,42.6,"per 1,000"
2002,Florida,15-19 years,45.1,23181,425493,42.6,"per 1,000"
2002,Georgia,15-19 years,55.6,16258,425493,42.6,"per 1,000"
2002,Hawaii,15-19 years,39.7,1538,425493,42.6,"per 1,000"
2002,Idaho,15-19 years,38,2080,425493,42.6,"per 1,000"
2002,Illinois,15-19 years,42.2,18217,425493,42.6,"per 1,000"
2002,Indiana,15-19 years,43.7,9594,425493,42.6,"per 1,000"
2002,Iowa,15-19 years,31.1,3392,425493,42.6,"per 1,000"
2002,Kansas,15-19 years,42.1,4321,425493,42.6,"per 1,000"
2002,Kentucky,15-19 years,50.3,6899,425493,42.6,"per 1,000"
2002,Louisiana,15-19 years,57.2,10056,425493,42.6,"per 1,000"
2002,Maine,15-19 years,25.2,1139,425493,42.6,"per 1,000"
2002,Maryland,15-19 years,35.9,6547,425493,42.6,"per 1,000"
2002,Massachusetts,15-19 years,21.7,4643,425493,42.6,"per 1,000"
2002,Michigan,15-19 years,34.6,12261,425493,42.6,"per 1,000"
2002,Minnesota,15-19 years,27.2,5079,425493,42.6,"per 1,000"
2002,Mississippi,15-19 years,63.5,6961,425493,42.6,"per 1,000"
2002,Missouri,15-19 years,43.7,8835,425493,42.6,"per 1,000"
2002,Montana,15-19 years,36.4,1266,425493,42.6,"per 1,000"
2002,Nebraska,15-19 years,35.9,2394,425493,42.6,"per 1,000"
2002,Nevada,15-19 years,56.7,3663,425493,42.6,"per 1,000"
2002,New Hampshire,15-19 years,19.5,881,425493,42.6,"per 1,000"
2002,New Jersey,15-19 years,27.8,7352,425493,42.6,"per 1,000"
2002,New Mexico,15-19 years,63.1,4513,425493,42.6,"per 1,000"
2002,New York,15-19 years,28.9,18394,425493,42.6,"per 1,000"
2002,North Carolina,15-19 years,50.5,13756,425493,42.6,"per 1,000"
2002,North Dakota,15-19 years,25,653,425493,42.6,"per 1,000"
2002,Ohio,15-19 years,39.6,15698,425493,42.6,"per 1,000"
2002,Oklahoma,15-19 years,57.7,7358,425493,42.6,"per 1,000"
2002,Oregon,15-19 years,36.8,4411,425493,42.6,"per 1,000"
2002,Pennsylvania,15-19 years,30.5,12961,425493,42.6,"per 1,000"
2002,Rhode Island,15-19 years,31.3,1197,425493,42.6,"per 1,000"
2002,South Carolina,15-19 years,50.8,7327,425493,42.6,"per 1,000"
2002,South Dakota,15-19 years,37.6,1138,425493,42.6,"per 1,000"
2002,Tennessee,15-19 years,53.9,10300,425493,42.6,"per 1,000"
2002,Texas,15-19 years,64.6,52142,425493,42.6,"per 1,000"
2002,Total U.S.,15-19 years,42.6,425493,425493,42.6,"per 1,000"
2002,Utah,15-19 years,33.8,3574,425493,42.6,"per 1,000"
2002,Vermont,15-19 years,22.5,533,425493,42.6,"per 1,000"
2002,Virginia,15-19 years,36.5,9030,425493,42.6,"per 1,000"
2002,Washington,15-19 years,33.5,7035,425493,42.6,"per 1,000"
2002,West Virginia,15-19 years,45.1,2630,425493,42.6,"per 1,000"
2002,Wisconsin,15-19 years,31.7,6436,425493,42.6,"per 1,000"
2002,Wyoming,15-19 years,41,804,425493,42.6,"per 1,000"
2003,Alabama,15-19 years,51.4,8095,414580,41.1,"per 1,000"
2003,Alaska,15-19 years,41.2,1051,414580,41.1,"per 1,000"
2003,Arizona,15-19 years,61.9,11554,414580,41.1,"per 1,000"
2003,Arkansas,15-19 years,59.3,5585,414580,41.1,"per 1,000"
2003,California,15-19 years,40.1,49339,414580,41.1,"per 1,000"
2003,Colorado,15-19 years,43.1,6700,414580,41.1,"per 1,000"
2003,Connecticut,15-19 years,24.6,2840,414580,41.1,"per 1,000"
2003,Delaware,15-19 years,41.6,1206,414580,41.1,"per 1,000"
2003,District of Columbia,15-19 years,42.3,838,414580,41.1,"per 1,000"
2003,Florida,15-19 years,43,22770,414580,41.1,"per 1,000"
2003,Georgia,15-19 years,53.1,15864,414580,41.1,"per 1,000"
2003,Hawaii,15-19 years,38.3,1502,414580,41.1,"per 1,000"
2003,Idaho,15-19 years,38.3,2075,414580,41.1,"per 1,000"
2003,Illinois,15-19 years,40.2,17405,414580,41.1,"per 1,000"
2003,Indiana,15-19 years,42.6,9378,414580,41.1,"per 1,000"
2003,Iowa,15-19 years,30.6,3296,414580,41.1,"per 1,000"
2003,Kansas,15-19 years,40.3,4100,414580,41.1,"per 1,000"
2003,Kentucky,15-19 years,49.2,6752,414580,41.1,"per 1,000"
2003,Louisiana,15-19 years,54.8,9519,414580,41.1,"per 1,000"
2003,Maine,15-19 years,24.9,1133,414580,41.1,"per 1,000"
2003,Maryland,15-19 years,33.7,6274,414580,41.1,"per 1,000"
2003,Massachusetts,15-19 years,21.3,4643,414580,41.1,"per 1,000"
2003,Michigan,15-19 years,34.2,12223,414580,41.1,"per 1,000"
2003,Minnesota,15-19 years,26.2,4898,414580,41.1,"per 1,000"
2003,Mississippi,15-19 years,61.2,6625,414580,41.1,"per 1,000"
2003,Missouri,15-19 years,42.8,8670,414580,41.1,"per 1,000"
2003,Montana,15-19 years,34.8,1205,414580,41.1,"per 1,000"
2003,Nebraska,15-19 years,34.9,2304,414580,41.1,"per 1,000"
2003,Nevada,15-19 years,54.9,3723,414580,41.1,"per 1,000"
2003,New Hampshire,15-19 years,18,825,414580,41.1,"per 1,000"
2003,New Jersey,15-19 years,26.5,7141,414580,41.1,"per 1,000"
2003,New Mexico,15-19 years,62.8,4524,414580,41.1,"per 1,000"
2003,New York,15-19 years,27.3,17624,414580,41.1,"per 1,000"
2003,North Carolina,15-19 years,47.2,13174,414580,41.1,"per 1,000"
2003,North Dakota,15-19 years,24.7,626,414580,41.1,"per 1,000"
2003,Ohio,15-19 years,39.2,15559,414580,41.1,"per 1,000"
2003,Oklahoma,15-19 years,55.3,6989,414580,41.1,"per 1,000"
2003,Oregon,15-19 years,34.2,4117,414580,41.1,"per 1,000"
2003,Pennsylvania,15-19 years,30.1,12925,414580,41.1,"per 1,000"
2003,Rhode Island,15-19 years,27.8,1077,414580,41.1,"per 1,000"
2003,South Carolina,15-19 years,49.5,7247,414580,41.1,"per 1,000"
2003,South Dakota,15-19 years,34.3,1027,414580,41.1,"per 1,000"
2003,Tennessee,15-19 years,52.7,10198,414580,41.1,"per 1,000"
2003,Texas,15-19 years,62.6,51091,414580,41.1,"per 1,000"
2003,Total U.S.,15-19 years,41.1,414580,414580,41.1,"per 1,000"
2003,Utah,15-19 years,31.8,3307,414580,41.1,"per 1,000"
2003,Vermont,15-19 years,17.8,419,414580,41.1,"per 1,000"
2003,Virginia,15-19 years,35.2,8831,414580,41.1,"per 1,000"
2003,Washington,15-19 years,31.8,6736,414580,41.1,"per 1,000"
2003,West Virginia,15-19 years,44.2,2544,414580,41.1,"per 1,000"
2003,Wisconsin,15-19 years,30.8,6234,414580,41.1,"per 1,000"
2003,Wyoming,15-19 years,41.6,798,414580,41.1,"per 1,000"
2004,Alabama,15-19 years,51,8126,415262,40.5,"per 1,000"
2004,Alaska,15-19 years,41.7,1073,415262,40.5,"per 1,000"
2004,Arizona,15-19 years,60.8,11738,415262,40.5,"per 1,000"
2004,Arkansas,15-19 years,60.3,5716,415262,40.5,"per 1,000"
2004,California,15-19 years,39.5,49751,415262,40.5,"per 1,000"
2004,Colorado,15-19 years,43.3,6775,415262,40.5,"per 1,000"
2004,Connecticut,15-19 years,24.4,2867,415262,40.5,"per 1,000"
2004,Delaware,15-19 years,40,1181,415262,40.5,"per 1,000"
2004,District of Columbia,15-19 years,43.5,863,415262,40.5,"per 1,000"
2004,Florida,15-19 years,42.7,23407,415262,40.5,"per 1,000"
2004,Georgia,15-19 years,52.7,16191,415262,40.5,"per 1,000"
2004,Hawaii,15-19 years,36.4,1448,415262,40.5,"per 1,000"
2004,Idaho,15-19 years,37.5,2050,415262,40.5,"per 1,000"
2004,Illinois,15-19 years,40.1,17520,415262,40.5,"per 1,000"
2004,Indiana,15-19 years,42.6,9478,415262,40.5,"per 1,000"
2004,Iowa,15-19 years,30.1,3238,415262,40.5,"per 1,000"
2004,Kansas,15-19 years,39.7,4013,415262,40.5,"per 1,000"
2004,Kentucky,15-19 years,48.7,6702,415262,40.5,"per 1,000"
2004,Louisiana,15-19 years,54.6,9453,415262,40.5,"per 1,000"
2004,Maine,15-19 years,24.3,1109,415262,40.5,"per 1,000"
2004,Maryland,15-19 years,32.7,6245,415262,40.5,"per 1,000"
2004,Massachusetts,15-19 years,20.5,4559,415262,40.5,"per 1,000"
2004,Michigan,15-19 years,33.9,12243,415262,40.5,"per 1,000"
2004,Minnesota,15-19 years,26.3,4916,415262,40.5,"per 1,000"
2004,Mississippi,15-19 years,60.1,6543,415262,40.5,"per 1,000"
2004,Missouri,15-19 years,42.9,8754,415262,40.5,"per 1,000"
2004,Montana,15-19 years,35.4,1218,415262,40.5,"per 1,000"
2004,Nebraska,15-19 years,34.8,2265,415262,40.5,"per 1,000"
2004,Nevada,15-19 years,52.9,3794,415262,40.5,"per 1,000"
2004,New Hampshire,15-19 years,18.1,846,415262,40.5,"per 1,000"
2004,New Jersey,15-19 years,25,6927,415262,40.5,"per 1,000"
2004,New Mexico,15-19 years,60.6,4401,415262,40.5,"per 1,000"
2004,New York,15-19 years,26.1,17051,415262,40.5,"per 1,000"
2004,North Carolina,15-19 years,47.3,13567,415262,40.5,"per 1,000"
2004,North Dakota,15-19 years,24.7,622,415262,40.5,"per 1,000"
2004,Ohio,15-19 years,38.2,15291,415262,40.5,"per 1,000"
2004,Oklahoma,15-19 years,54.4,6859,415262,40.5,"per 1,000"
2004,Oregon,15-19 years,33.1,3999,415262,40.5,"per 1,000"
2004,Pennsylvania,15-19 years,29.4,12791,415262,40.5,"per 1,000"
2004,Rhode Island,15-19 years,29,1150,415262,40.5,"per 1,000"
2004,South Carolina,15-19 years,49.8,7470,415262,40.5,"per 1,000"
2004,South Dakota,15-19 years,37.8,1121,415262,40.5,"per 1,000"
2004,Tennessee,15-19 years,51.1,10087,415262,40.5,"per 1,000"
2004,Texas,15-19 years,62.1,51389,415262,40.5,"per 1,000"
2004,Total U.S.,15-19 years,40.5,415262,415262,40.5,"per 1,000"
2004,Utah,15-19 years,30.9,3207,415262,40.5,"per 1,000"
2004,Vermont,15-19 years,19.5,463,415262,40.5,"per 1,000"
2004,Virginia,15-19 years,34.2,8776,415262,40.5,"per 1,000"
2004,Washington,15-19 years,31.4,6733,415262,40.5,"per 1,000"
2004,West Virginia,15-19 years,42.9,2471,415262,40.5,"per 1,000"
2004,Wisconsin,15-19 years,29.7,5994,415262,40.5,"per 1,000"
2004,Wyoming,15-19 years,42.8,811,415262,40.5,"per 1,000"
2005,Alabama,15-19 years,48.1,7771,414593,39.7,"per 1,000"
2005,Alaska,15-19 years,39.9,1038,414593,39.7,"per 1,000"
2005,Arizona,15-19 years,58.7,11828,414593,39.7,"per 1,000"
2005,Arkansas,15-19 years,58.6,5646,414593,39.7,"per 1,000"
2005,California,15-19 years,38.7,50034,414593,39.7,"per 1,000"
2005,Colorado,15-19 years,41.8,6646,414593,39.7,"per 1,000"
2005,Connecticut,15-19 years,23.3,2813,414593,39.7,"per 1,000"
2005,Delaware,15-19 years,40.1,1225,414593,39.7,"per 1,000"
2005,District of Columbia,15-19 years,42.1,852,414593,39.7,"per 1,000"
2005,Florida,15-19 years,42.3,24130,414593,39.7,"per 1,000"
2005,Georgia,15-19 years,52,16548,414593,39.7,"per 1,000"
2005,Hawaii,15-19 years,36.5,1480,414593,39.7,"per 1,000"
2005,Idaho,15-19 years,36.4,2015,414593,39.7,"per 1,000"
2005,Illinois,15-19 years,38.5,17041,414593,39.7,"per 1,000"
2005,Indiana,15-19 years,42.1,9508,414593,39.7,"per 1,000"
2005,Iowa,15-19 years,31.1,3330,414593,39.7,"per 1,000"
2005,Kansas,15-19 years,40.1,4055,414593,39.7,"per 1,000"
2005,Kentucky,15-19 years,48.1,6726,414593,39.7,"per 1,000"
2005,Louisiana,15-19 years,47.3,8151,414593,39.7,"per 1,000"
2005,Maine,15-19 years,24.4,1112,414593,39.7,"per 1,000"
2005,Maryland,15-19 years,32.1,6282,414593,39.7,"per 1,000"
2005,Massachusetts,15-19 years,20,4540,414593,39.7,"per 1,000"
2005,Michigan,15-19 years,32.2,11809,414593,39.7,"per 1,000"
2005,Minnesota,15-19 years,25.5,4780,414593,39.7,"per 1,000"
2005,Mississippi,15-19 years,58.3,6411,414593,39.7,"per 1,000"
2005,Missouri,15-19 years,41.7,8611,414593,39.7,"per 1,000"
2005,Montana,15-19 years,34.5,1185,414593,39.7,"per 1,000"
2005,Nebraska,15-19 years,33.1,2147,414593,39.7,"per 1,000"
2005,Nevada,15-19 years,51.6,3921,414593,39.7,"per 1,000"
2005,New Hampshire,15-19 years,18,850,414593,39.7,"per 1,000"
2005,New Jersey,15-19 years,24.2,6874,414593,39.7,"per 1,000"
2005,New Mexico,15-19 years,61.2,4471,414593,39.7,"per 1,000"
2005,New York,15-19 years,25.7,17068,414593,39.7,"per 1,000"
2005,North Carolina,15-19 years,47,13933,414593,39.7,"per 1,000"
2005,North Dakota,15-19 years,27,661,414593,39.7,"per 1,000"
2005,Ohio,15-19 years,38.3,15490,414593,39.7,"per 1,000"
2005,Oklahoma,15-19 years,52.8,6685,414593,39.7,"per 1,000"
2005,Oregon,15-19 years,32.7,4001,414593,39.7,"per 1,000"
2005,Pennsylvania,15-19 years,29.2,12910,414593,39.7,"per 1,000"
2005,Rhode Island,15-19 years,27.8,1117,414593,39.7,"per 1,000"
2005,South Carolina,15-19 years,48.7,7478,414593,39.7,"per 1,000"
2005,South Dakota,15-19 years,36.8,1082,414593,39.7,"per 1,000"
2005,Tennessee,15-19 years,53.3,10785,414593,39.7,"per 1,000"
2005,Texas,15-19 years,60.9,51180,414593,39.7,"per 1,000"
2005,Total U.S.,15-19 years,39.7,414593,414593,39.7,"per 1,000"
2005,Utah,15-19 years,30.5,3181,414593,39.7,"per 1,000"
2005,Vermont,15-19 years,17.4,412,414593,39.7,"per 1,000"
2005,Virginia,15-19 years,33.6,8778,414593,39.7,"per 1,000"
2005,Washington,15-19 years,31.1,6746,414593,39.7,"per 1,000"
2005,West Virginia,15-19 years,42.2,2450,414593,39.7,"per 1,000"
2005,Wisconsin,15-19 years,29.7,6011,414593,39.7,"per 1,000"
2005,Wyoming,15-19 years,42.7,795,414593,39.7,"per 1,000"
2006,Alabama,15-19 years,51.8,8537,435436,41.1,"per 1,000"
2006,Alaska,15-19 years,41.8,1101,435436,41.1,"per 1,000"
2006,Arizona,15-19 years,61.2,12824,435436,41.1,"per 1,000"
2006,Arkansas,15-19 years,60.8,5946,435436,41.1,"per 1,000"
2006,California,15-19 years,39.9,52800,435436,41.1,"per 1,000"
2006,Colorado,15-19 years,41.9,6719,435436,41.1,"per 1,000"
2006,Connecticut,15-19 years,23.5,2875,435436,41.1,"per 1,000"
2006,Delaware,15-19 years,40.6,1263,435436,41.1,"per 1,000"
2006,District of Columbia,15-19 years,48.1,999,435436,41.1,"per 1,000"
2006,Florida,15-19 years,43.1,25384,435436,41.1,"per 1,000"
2006,Georgia,15-19 years,53.7,17693,435436,41.1,"per 1,000"
2006,Hawaii,15-19 years,39,1619,435436,41.1,"per 1,000"
2006,Idaho,15-19 years,38.1,2140,435436,41.1,"per 1,000"
2006,Illinois,15-19 years,39.8,17752,435436,41.1,"per 1,000"
2006,Indiana,15-19 years,41.8,9549,435436,41.1,"per 1,000"
2006,Iowa,15-19 years,32.6,3495,435436,41.1,"per 1,000"
2006,Kansas,15-19 years,40.9,4109,435436,41.1,"per 1,000"
2006,Kentucky,15-19 years,52.3,7412,435436,41.1,"per 1,000"
2006,Louisiana,15-19 years,53.6,8628,435436,41.1,"per 1,000"
2006,Maine,15-19 years,24.9,1133,435436,41.1,"per 1,000"
2006,Maryland,15-19 years,33.7,6705,435436,41.1,"per 1,000"
2006,Massachusetts,15-19 years,20.6,4724,435436,41.1,"per 1,000"
2006,Michigan,15-19 years,33.2,12322,435436,41.1,"per 1,000"
2006,Minnesota,15-19 years,27.3,5090,435436,41.1,"per 1,000"
2006,Mississippi,15-19 years,67.2,7404,435436,41.1,"per 1,000"
2006,Missouri,15-19 years,44.1,9183,435436,41.1,"per 1,000"
2006,Montana,15-19 years,37.6,1283,435436,41.1,"per 1,000"
2006,Nebraska,15-19 years,32.8,2112,435436,41.1,"per 1,000"
2006,Nevada,15-19 years,53.4,4287,435436,41.1,"per 1,000"
2006,New Hampshire,15-19 years,18.1,865,435436,41.1,"per 1,000"
2006,New Jersey,15-19 years,24.8,7159,435436,41.1,"per 1,000"
2006,New Mexico,15-19 years,62.7,4628,435436,41.1,"per 1,000"
2006,New York,15-19 years,26,17442,435436,41.1,"per 1,000"
2006,North Carolina,15-19 years,48.1,14701,435436,41.1,"per 1,000"
2006,North Dakota,15-19 years,26.1,633,435436,41.1,"per 1,000"
2006,Ohio,15-19 years,38.9,15872,435436,41.1,"per 1,000"
2006,Oklahoma,15-19 years,56.6,7227,435436,41.1,"per 1,000"
2006,Oregon,15-19 years,34.5,4285,435436,41.1,"per 1,000"
2006,Pennsylvania,15-19 years,30.4,13599,435436,41.1,"per 1,000"
2006,Rhode Island,15-19 years,27.5,1127,435436,41.1,"per 1,000"
2006,South Carolina,15-19 years,52,8175,435436,41.1,"per 1,000"
2006,South Dakota,15-19 years,38.7,1123,435436,41.1,"per 1,000"
2006,Tennessee,15-19 years,52.1,10784,435436,41.1,"per 1,000"
2006,Texas,15-19 years,61.6,53093,435436,41.1,"per 1,000"
2006,Total U.S.,15-19 years,41.1,435436,435436,41.1,"per 1,000"
2006,Utah,15-19 years,33.3,3498,435436,41.1,"per 1,000"
2006,Vermont,15-19 years,19.8,468,435436,41.1,"per 1,000"
2006,Virginia,15-19 years,34.2,9105,435436,41.1,"per 1,000"
2006,Washington,15-19 years,32.2,7110,435436,41.1,"per 1,000"
2006,West Virginia,15-19 years,44.2,2589,435436,41.1,"per 1,000"
2006,Wisconsin,15-19 years,29.9,6015,435436,41.1,"per 1,000"
2006,Wyoming,15-19 years,46,850,435436,41.1,"per 1,000"
2007,Alabama,15-19 years,52.1,8696,444899,41.5,"per 1,000"
2007,Alaska,15-19 years,42.9,1117,444899,41.5,"per 1,000"
2007,Arizona,15-19 years,59.6,12868,444899,41.5,"per 1,000"
2007,Arkansas,15-19 years,60.1,5926,444899,41.5,"per 1,000"
2007,California,15-19 years,39.6,53417,444899,41.5,"per 1,000"
2007,Colorado,15-19 years,41.6,6737,444899,41.5,"per 1,000"
2007,Connecticut,15-19 years,23,2837,444899,41.5,"per 1,000"
2007,Delaware,15-19 years,39.2,1244,444899,41.5,"per 1,000"
2007,District of Columbia,15-19 years,50.4,1053,444899,41.5,"per 1,000"
2007,Florida,15-19 years,43,25693,444899,41.5,"per 1,000"
2007,Georgia,15-19 years,53.4,18085,444899,41.5,"per 1,000"
2007,Hawaii,15-19 years,38.7,1610,444899,41.5,"per 1,000"
2007,Idaho,15-19 years,39.9,2257,444899,41.5,"per 1,000"
2007,Illinois,15-19 years,40.2,18089,444899,41.5,"per 1,000"
2007,Indiana,15-19 years,43,9948,444899,41.5,"per 1,000"
2007,Iowa,15-19 years,32.8,3529,444899,41.5,"per 1,000"
2007,Kansas,15-19 years,42.5,4271,444899,41.5,"per 1,000"
2007,Kentucky,15-19 years,52.6,7547,444899,41.5,"per 1,000"
2007,Louisiana,15-19 years,55.2,8974,444899,41.5,"per 1,000"
2007,Maine,15-19 years,26,1172,444899,41.5,"per 1,000"
2007,Maryland,15-19 years,34.3,6892,444899,41.5,"per 1,000"
2007,Massachusetts,15-19 years,21.4,4949,444899,41.5,"per 1,000"
2007,Michigan,15-19 years,33.5,12497,444899,41.5,"per 1,000"
2007,Minnesota,15-19 years,27.9,5193,444899,41.5,"per 1,000"
2007,Mississippi,15-19 years,70.1,7811,444899,41.5,"per 1,000"
2007,Missouri,15-19 years,44,9244,444899,41.5,"per 1,000"
2007,Montana,15-19 years,35.3,1200,444899,41.5,"per 1,000"
2007,Nebraska,15-19 years,35.5,2280,444899,41.5,"per 1,000"
2007,Nevada,15-19 years,51.7,4351,444899,41.5,"per 1,000"
2007,New Hampshire,15-19 years,19.3,924,444899,41.5,"per 1,000"
2007,New Jersey,15-19 years,24.9,7255,444899,41.5,"per 1,000"
2007,New Mexico,15-19 years,63.9,4720,444899,41.5,"per 1,000"
2007,New York,15-19 years,26,17621,444899,41.5,"per 1,000"
2007,North Carolina,15-19 years,48,15079,444899,41.5,"per 1,000"
2007,North Dakota,15-19 years,29.2,696,444899,41.5,"per 1,000"
2007,Ohio,15-19 years,39.9,16362,444899,41.5,"per 1,000"
2007,Oklahoma,15-19 years,58.5,7543,444899,41.5,"per 1,000"
2007,Oregon,15-19 years,34.5,4343,444899,41.5,"per 1,000"
2007,Pennsylvania,15-19 years,30.7,13841,444899,41.5,"per 1,000"
2007,Rhode Island,15-19 years,29.2,1192,444899,41.5,"per 1,000"
2007,South Carolina,15-19 years,51.9,8329,444899,41.5,"per 1,000"
2007,South Dakota,15-19 years,41.3,1191,444899,41.5,"per 1,000"
2007,Tennessee,15-19 years,53.4,11260,444899,41.5,"per 1,000"
2007,Texas,15-19 years,61.8,54281,444899,41.5,"per 1,000"
2007,Total U.S.,15-19 years,41.5,444899,444899,41.5,"per 1,000"
2007,Utah,15-19 years,35.4,3775,444899,41.5,"per 1,000"
2007,Vermont,15-19 years,21,492,444899,41.5,"per 1,000"
2007,Virginia,15-19 years,34.2,9200,444899,41.5,"per 1,000"
2007,Washington,15-19 years,33.3,7430,444899,41.5,"per 1,000"
2007,West Virginia,15-19 years,45.8,2714,444899,41.5,"per 1,000"
2007,Wisconsin,15-19 years,31.1,6243,444899,41.5,"per 1,000"
2007,Wyoming,15-19 years,49.9,921,444899,41.5,"per 1,000"
2008,Alabama,15-19 years,50.5,8559,434758,40.2,"per 1,000"
2008,Alaska,15-19 years,44.2,1135,434758,40.2,"per 1,000"
2008,Arizona,15-19 years,54.5,12051,434758,40.2,"per 1,000"
2008,Arkansas,15-19 years,59.8,5940,434758,40.2,"per 1,000"
2008,California,15-19 years,37.9,51730,434758,40.2,"per 1,000"
2008,Colorado,15-19 years,40.5,6638,434758,40.2,"per 1,000"
2008,Connecticut,15-19 years,22.6,2789,434758,40.2,"per 1,000"
2008,Delaware,15-19 years,38.3,1237,434758,40.2,"per 1,000"
2008,District of Columbia,15-19 years,51.1,1083,434758,40.2,"per 1,000"
